reference_no,start_year,end_year,publish_year,country,region,latitude,longitude,pollinator_order,pollinator_family,pollinator_species,study_method,trend,decline_value,sample_size,yi,vi,continent,driver
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Eristalis pertinax,Historical + Field,Decline,-0.881,265,-2.128631786,0.003773585,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Syritta pipiens,Historical + Field,Decline,-0.844,2227,-1.857899272,0.000449,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Syritta pipiens,Historical + Field,Decline,-0.844,2227,-1.857899272,0.000449,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Syritta pipiens,Historical + Field,Decline,-0.844,2227,-1.857899272,0.000449,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Scaeva pyrastri,Historical + Field,Decline,-0.838,372,-1.820158944,0.002688172,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Scaeva pyrastri,Historical + Field,Decline,-0.838,372,-1.820158944,0.002688172,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Scaeva pyrastri,Historical + Field,Decline,-0.838,372,-1.820158944,0.002688172,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Platycheirus albimanus,Historical + Field,Decline,-0.833,422,-1.789761467,0.002369668,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Platycheirus albimanus,Historical + Field,Decline,-0.833,422,-1.789761467,0.002369668,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Platycheirus albimanus,Historical + Field,Decline,-0.833,422,-1.789761467,0.002369668,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Eristalis tenax,Historical + Field,Decline,-0.824,2301,-1.737271284,0.000435,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Eristalis tenax,Historical + Field,Decline,-0.824,2301,-1.737271284,0.000435,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Eristalis tenax,Historical + Field,Decline,-0.824,2301,-1.737271284,0.000435,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Syrphus ribesii,Historical + Field,Decline,-0.817,732,-1.698269126,0.00136612,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Syrphus ribesii,Historical + Field,Decline,-0.817,732,-1.698269126,0.00136612,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Syrphus ribesii,Historical + Field,Decline,-0.817,732,-1.698269126,0.00136612,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Volucella pellucens,Historical + Field,Decline,-0.812,116,-1.671313316,0.00862069,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Volucella pellucens,Historical + Field,Decline,-0.812,116,-1.671313316,0.00862069,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Volucella pellucens,Historical + Field,Decline,-0.812,116,-1.671313316,0.00862069,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Eupeodes luniger,Historical + Field,Decline,-0.778,146,-1.505077897,0.006849315,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Eupeodes luniger,Historical + Field,Decline,-0.778,146,-1.505077897,0.006849315,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Eupeodes luniger,Historical + Field,Decline,-0.778,146,-1.505077897,0.006849315,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Cheilosia impressa,Historical + Field,Decline,-0.622,303,-0.972861083,0.00330033,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Cheilosia impressa,Historical + Field,Decline,-0.622,303,-0.972861083,0.00330033,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Cheilosia impressa,Historical + Field,Decline,-0.622,303,-0.972861083,0.00330033,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Cheilosia soror,Historical + Field,Decline,-0.115,189,-0.122167634,0.005291005,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Cheilosia soror,Historical + Field,Decline,-0.115,189,-0.122167634,0.005291005,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Cheilosia soror,Historical + Field,Decline,-0.115,189,-0.122167634,0.005291005,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Volucella zonaria,Historical + Field,Decline,-0.833,51,-1.789761467,0.019607843,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Volucella zonaria,Historical + Field,Decline,-0.833,51,-1.789761467,0.019607843,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Volucella zonaria,Historical + Field,Decline,-0.833,51,-1.789761467,0.019607843,Europe,Habitat
D192,1982,1984,1986,USA,"Kern County, California",35.4369,-118.8596,Diptera,Culicidae,Culex tarsalis,Field,Decline,-0.87,248,-2.040220829,0.004032258,North America,Climate
D192,1982,1984,1986,USA,"Kern County, California",35.4369,-118.8596,Diptera,Culicidae,Culex quinquefasciatus,Field,Decline,-0.99,231,-4.605170186,0.004329004,North America,Climate
D556,2003,2009,2012,French Polynesia,Tahiti Island,-17.5667,-149.6,Diptera,Tephritidae,Bactrocera dorsalis,Field,Decline,-0.923,388,-2.563949857,0.00257732,Oceania,Invasives
D556,2003,2009,2012,French Polynesia,Tahiti Island,-17.5667,-149.6,Diptera,Tephritidae,Bactrocera tryoni,Field,Decline,-0.968,388,-3.442019376,0.00257732,Oceania,Invasives
D556,2003,2009,2012,French Polynesia,Tahiti Island,-17.5667,-149.6,Diptera,Tephritidae,Bactrocera kirki,Field,Decline,-0.996,388,-5.521460918,0.00257732,Oceania,Invasives
D975,1983,1995,1997,Kenya,"Nguruman, south-west Kenya",-1.9167,36.0833,Diptera,Glossinidae,Glossina pallidipes,Field,Decline,-0.998,10,-6.214608098,0.1,Africa,Climate
D1682,1978,1993,1997,USA,Florida Medical Entomology Laborator,27.5833,-80.3667,Diptera,Culicidae,Aedes triseriatus,Field,Decline,-0.935,32,-2.733368009086501,0.03125,North America,Climate
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Gymnopleurus flagellatus,Historical,Decline,-0.962,42,-3.270169119,0.023809524,Europe,Habitat
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Gymnopleurus geoffroyi,Historical,Decline,-0.933,61,-2.70306266,0.016393443,Europe,Habitat
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Gymnopleurus mopsus,Historical,Decline,-0.978,202,-3.816712826,0.004950495,Europe,Habitat
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Gymnopleurus sturmi,Historical,Decline,-0.938,284,-2.780620894,0.003521127,Europe,Habitat
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Scarabaeus laticollis,Historical,Decline,-0.481,310,-0.655851396,0.003225806,Europe,Habitat
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Scarabaeus semipunctatus,Historical,Decline,-0.626,249,-0.983499482,0.004016064,Europe,Habitat
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Scarabaeus variolosus,Historical,Decline,-0.176,163,-0.193584749,0.006134969,Europe,Habitat
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Scarabaeus pius,Historical,Decline,-0.996,30,-5.521460918,0.033333333,Europe,Habitat
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Scarabaeus sacer,Historical,Decline,-0.886,171,-2.171556831,0.005847953,Europe,Habitat
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Scarabaeus typhon,Historical,Decline,-0.907,185,-2.375155786,0.005405405,Europe,Habitat
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Sisyphus schaefferi,Historical,Increase,1.0,233,0.6931471805599453,0.0042918454935622,Europe,Habitat
C8,1973,2017,2019,USA,"New Hampshire, White Mountains, Hubbard Brook Experimental Forest",43.9439,-71.7386,Coleoptera,Multiple,Multiple,Field,Decline,-0.83,725,-1.771956842,0.00137931,North America,Climate
C20,1995,2020,2021,Czech Republic,Bohemia,50.065,14.485,Coleoptera,Chrysomelidae,Gastrophysa viridula,Field,Decline,-0.71,611,-1.237874356,0.001636661,Europe,Multiple
C20,1995,2020,2021,Czech Republic,Bohemia,50.065,14.485,Coleoptera,Chrysomelidae,Gastrophysa viridula,Field,Decline,-0.71,611,-1.237874356,0.001636661,Europe,Climate
C20,1995,2020,2021,Czech Republic,Bohemia,50.065,14.485,Coleoptera,Chrysomelidae,Gastrophysa viridula,Field,Decline,-0.71,611,-1.237874356,0.001636661,Europe,Habitat
C21,2012,1990,2010,Belgium,Nationwide (1-km² grid),50.8503,4.3517,Coleoptera,Coccinellidae,Adalia bipunctata,Field,Decline,-0.3,1419,-0.356674944,0.000705,Europe,Invasives
C21,2012,1990,2010,United Kingdom,Great Britain (nationwide),52.3552,-1.1743,Coleoptera,Coccinellidae,Adalia bipunctata,Field,Decline,-0.44,1746,-0.579818495,0.000573,Europe,Invasives
C30,1999,2018,2022,USA,Southern Michigan,42.593,-84.375,Coleoptera,Scarabaeidae,Popillia japonica,Field,Decline,-0.732,60,-1.316768298,0.016666667,North America,Multiple
C30,1999,2018,2022,USA,Southern Michigan,42.593,-84.375,Coleoptera,Scarabaeidae,Popillia japonica,Field,Decline,-0.732,60,-1.316768298,0.016666667,North America,Pathogens
C30,1999,2018,2022,USA,Southern Michigan,42.593,-84.375,Coleoptera,Scarabaeidae,Popillia japonica,Field,Decline,-0.732,60,-1.316768298,0.016666667,North America,Pesticides
C91,2006,2008,2011,UK,Eastern England,56.8954,2.5415,Coleoptera,Coccinellidae,Adalia bipunctata,Field,Decline,-0.73,7,-1.30933332,0.142857143,Europe,Invasives
C91,2006,2008,2011,UK,Eastern England,56.8954,2.5415,Coleoptera,Coccinellidae,Coccinella septempunctata,Field,Decline,-0.81,7,-1.660731207,0.142857143,Europe,Invasives
C103,2007,2009,2011,China,Beijing,40.3614,116.3376,Coleoptera,Curculionidae,Multiple,Field,Decline,-0.593,52,-0.898942094,0.019230769,Asia,Multiple
C103,2007,2009,2011,China,Beijing,40.3614,116.3376,Coleoptera,Curculionidae,Multiple,Field,Decline,-0.593,52,-0.898942094,0.019230769,Asia,Habitat
C103,2007,2009,2011,China,Beijing,40.3614,116.3376,Coleoptera,Curculionidae,Multiple,Field,Decline,-0.593,52,-0.898942094,0.019230769,Asia,Urbanization
C485,1974,1999,2001,USA,"Welder Wildlife Refuge, San Patricio Co., TX",28.0863,-97.4321,Coleoptera,Scarabaeidae,Boreocanthon ebenus,Field,Decline,-0.923,14,-2.563949857,0.071428571,North America,Multiple
C485,1974,1999,2001,USA,"Welder Wildlife Refuge, San Patricio Co., TX",28.0863,-97.4321,Coleoptera,Scarabaeidae,Boreocanthon ebenus,Field,Decline,-0.923,14,-2.563949857,0.071428571,North America,Habitat
C485,1974,1999,2001,USA,"Welder Wildlife Refuge, San Patricio Co., TX",28.0863,-97.4321,Coleoptera,Scarabaeidae,Boreocanthon ebenus,Field,Decline,-0.923,14,-2.563949857,0.071428571,North America,Climate
C485,1974,1999,2001,USA,"Welder Wildlife Refuge, San Patricio Co., TX",28.0863,-97.4321,Coleoptera,Scarabaeidae,Boreocanthon ebenus,Field,Decline,-0.923,14,-2.563949857,0.071428571,North America,Invasives
C485,1974,1999,2001,USA,"Welder Wildlife Refuge, San Patricio Co., TX",28.0863,-97.4321,Coleoptera,Scarabaeidae,Melanocanthon bispinatus,Field,Decline,-0.923,14,-2.563949857,0.071428571,North America,Multiple
C485,1974,1999,2001,USA,"Welder Wildlife Refuge, San Patricio Co., TX",28.0863,-97.4321,Coleoptera,Scarabaeidae,Melanocanthon bispinatus,Field,Decline,-0.923,14,-2.563949857,0.071428571,North America,Habitat
C485,1974,1999,2001,USA,"Welder Wildlife Refuge, San Patricio Co., TX",28.0863,-97.4321,Coleoptera,Scarabaeidae,Melanocanthon bispinatus,Field,Decline,-0.923,14,-2.563949857,0.071428571,North America,Climate
C485,1974,1999,2001,USA,"Welder Wildlife Refuge, San Patricio Co., TX",28.0863,-97.4321,Coleoptera,Scarabaeidae,Melanocanthon bispinatus,Field,Decline,-0.923,14,-2.563949857,0.071428571,North America,Invasives
C485,1974,1999,2001,USA,"Welder Wildlife Refuge, San Patricio Co., TX",28.0863,-97.4321,Coleoptera,Scarabaeidae,Glaphyrocanthon viridis,Field,Decline,-0.983,117,-4.074541935,0.008547009,North America,Multiple
C485,1974,1999,2001,USA,"Welder Wildlife Refuge, San Patricio Co., TX",28.0863,-97.4321,Coleoptera,Scarabaeidae,Glaphyrocanthon viridis,Field,Decline,-0.983,117,-4.074541935,0.008547009,North America,Habitat
C485,1974,1999,2001,USA,"Welder Wildlife Refuge, San Patricio Co., TX",28.0863,-97.4321,Coleoptera,Scarabaeidae,Glaphyrocanthon viridis,Field,Decline,-0.983,117,-4.074541935,0.008547009,North America,Climate
C485,1974,1999,2001,USA,"Welder Wildlife Refuge, San Patricio Co., TX",28.0863,-97.4321,Coleoptera,Scarabaeidae,Glaphyrocanthon viridis,Field,Decline,-0.983,117,-4.074541935,0.008547009,North America,Invasives
C592,2003,2007,2009,USA,"Ozark National Forest, Arkansas（Ozark Mountains）",35.715,93.716,Coleoptera,Cerambycidae,Enaphalodes rufulus,Field,Decline,-0.96,98,-3.218875825,0.010204082,North America,Multiple
C592,2003,2007,2009,USA,"Ozark National Forest, Arkansas（Ozark Mountains）",35.715,93.716,Coleoptera,Cerambycidae,Enaphalodes rufulus,Field,Decline,-0.96,98,-3.218875825,0.010204082,North America,Habitat
C592,2003,2007,2009,USA,"Ozark National Forest, Arkansas（Ozark Mountains）",35.715,93.716,Coleoptera,Cerambycidae,Enaphalodes rufulus,Field,Decline,-0.96,98,-3.218875825,0.010204082,North America,Climate
C710,1995,2013,2015,USA,"Richmond, Cache Co., Northern Utah (Bear River Range)",41.9391,-111.7699,Coleoptera,Chrysomelidae,Aphthona spp.,Field,Decline,-0.93,20,-2.659260037,0.05,North America,Habitat
C1221,1976,2010,2014,Czech Republic,Central Bohemia (western Czech Republic),49.9167,14.5833,Coleoptera,Coccinellidae,Adalia bipunctata,Field,Decline,-0.5,1721,-0.693147181,0.000581,Europe,Multiple
C1221,1976,2010,2014,Czech Republic,Central Bohemia (western Czech Republic),49.9167,14.5833,Coleoptera,Coccinellidae,Adalia bipunctata,Field,Decline,-0.5,1721,-0.693147181,0.000581,Europe,Habitat
C1221,1976,2010,2014,Czech Republic,Central Bohemia (western Czech Republic),49.9167,14.5833,Coleoptera,Coccinellidae,Adalia bipunctata,Field,Decline,-0.5,1721,-0.693147181,0.000581,Europe,Invasives
C1221,1976,2010,2014,Czech Republic,Central Bohemia (western Czech Republic),49.9167,14.5833,Coleoptera,Coccinellidae,Coccinella quinquepunctata,Field,Decline,-0.675,497,-1.123930097,0.002012072,Europe,Habitat
C1221,1976,2010,2014,Czech Republic,Central Bohemia (western Czech Republic),49.9167,14.5833,Coleoptera,Coccinellidae,Coccinella septempunctata,Field,Decline,-0.524,4744,-0.742337425,0.000211,Europe,Habitat
C1221,1976,2010,2014,Czech Republic,Central Bohemia (western Czech Republic),49.9167,14.5833,Coleoptera,Coccinellidae,Propylea quatuordecimpunctata,Field,Decline,-0.592,1304,-0.896488105,0.000767,Europe,Habitat
C1822,2005,2005,2013,Czech Republic,"Pradƒõd National Nature Reserve, Hrub√Ω Jesen√≠k Mts",50.6831,17.2309,Coleoptera,Carabidae,Carabus sylvestris,Field,Decline,0.624,307,0.4848922417394862,0.003257328990228,Europe,Urbanization
C1822,2005,2005,2013,Czech Republic,"Pradƒõd National Nature Reserve, Hrub√Ω Jesen√≠k Mts",50.6831,17.2309,Coleoptera,Carabidae,Trechus striatulus,Field,Decline,-0.417,19,-0.5395680926316446,0.0526315789473684,Europe,Urbanization
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita budensis,Historical + Field,Decline,-0.729,164,-1.305636458,0.006097561,Europe,Multiple
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita budensis,Historical + Field,Decline,-0.729,164,-1.305636458,0.006097561,Europe,Habitat
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita budensis,Historical + Field,Decline,-0.729,164,-1.305636458,0.006097561,Europe,Urbanization
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita budensis,Historical + Field,Decline,-0.729,164,-1.305636458,0.006097561,Europe,Pesticides
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita notata,Historical + Field,Decline,-0.251,652,-0.289016295,0.001533742,Europe,Multiple
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita notata,Historical + Field,Decline,-0.251,652,-0.289016295,0.001533742,Europe,Habitat
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita notata,Historical + Field,Decline,-0.251,652,-0.289016295,0.001533742,Europe,Urbanization
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita notata,Historical + Field,Decline,-0.251,652,-0.289016295,0.001533742,Europe,Pesticides
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita graeca,Historical + Field,Decline,-0.971,91,-3.540459449,0.010989011,Europe,Multiple
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita graeca,Historical + Field,Decline,-0.971,91,-3.540459449,0.010989011,Europe,Habitat
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita graeca,Historical + Field,Decline,-0.971,91,-3.540459449,0.010989011,Europe,Urbanization
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita graeca,Historical + Field,Decline,-0.971,91,-3.540459449,0.010989011,Europe,Pesticides
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita chloros,Historical + Field,Decline,-0.311,283,-0.372514008,0.003533569,Europe,Multiple
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita chloros,Historical + Field,Decline,-0.311,283,-0.372514008,0.003533569,Europe,Habitat
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita chloros,Historical + Field,Decline,-0.311,283,-0.372514008,0.003533569,Europe,Urbanization
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita chloros,Historical + Field,Decline,-0.311,283,-0.372514008,0.003533569,Europe,Pesticides
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita globulariae,Historical + Field,Decline,-0.626,1751,-0.983499482,0.000571,Europe,Multiple
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita globulariae,Historical + Field,Decline,-0.626,1751,-0.983499482,0.000571,Europe,Habitat
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita globulariae,Historical + Field,Decline,-0.626,1751,-0.983499482,0.000571,Europe,Urbanization
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita globulariae,Historical + Field,Decline,-0.626,1751,-0.983499482,0.000571,Europe,Pesticides
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita subsolana,Historical + Field,Decline,-0.5,712,-0.693147181,0.001404494,Europe,Multiple
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita subsolana,Historical + Field,Decline,-0.5,712,-0.693147181,0.001404494,Europe,Habitat
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita subsolana,Historical + Field,Decline,-0.5,712,-0.693147181,0.001404494,Europe,Urbanization
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita subsolana,Historical + Field,Decline,-0.5,712,-0.693147181,0.001404494,Europe,Pesticides
L8,2008,2012,2014,Ireland,Nationwide,53.4129,-8.2439,Lepidoptera,Pieridae,Pieris rapae,Field,Decline,-0.29,399,-0.342490309,0.002506266,Europe,Climate
L8,2008,2012,2014,Ireland,Nationwide,53.4129,-8.2439,Lepidoptera,Nymphalidae,Pararge aegeria,Field,Decline,-0.3,447,-0.356674944,0.002237136,Europe,Climate
L8,2008,2012,2014,Ireland,Nationwide,53.4129,-8.2439,Lepidoptera,Lycaenidae,Celastrina argiolus,Field,Decline,-0.36,211,-0.446287103,0.004739336,Europe,Climate
L8,2008,2012,2014,Ireland,Nationwide,53.4129,-8.2439,Lepidoptera,Pieridae,Leptidea juvernica,Field,Decline,-0.43,227,-0.562118918,0.004405286,Europe,Climate
L8,2008,2012,2014,Ireland,Nationwide,53.4129,-8.2439,Lepidoptera,Nymphalidae,Inachis io,Field,Decline,-0.41,421,-0.527632742,0.002375297,Europe,Climate
L8,2008,2012,2014,Ireland,Nationwide,53.4129,-8.2439,Lepidoptera,Pieridae,Pieris brassicae,Field,Decline,-0.53,416,-0.755022584,0.002403846,Europe,Climate
L22,1995,2018,2020,Canade,Ontario – Long Point peninsula (Tip & Breakwater),42.5833,-80.4167,Lepidoptera,Nymphalidae,Danaus plexippus,Historical,Stable,-0.726,24,-1.294627173,0.041666667,North America,Multiple
L22,1995,2018,2020,Canade,Ontario – Long Point peninsula (Tip & Breakwater),42.5833,-80.4167,Lepidoptera,Nymphalidae,Danaus plexippus,Historical,Stable,-0.726,24,-1.294627173,0.041666667,North America,Habitat
L22,1995,2018,2020,Canade,Ontario – Long Point peninsula (Tip & Breakwater),42.5833,-80.4167,Lepidoptera,Nymphalidae,Danaus plexippus,Historical,Stable,-0.726,24,-1.294627173,0.041666667,North America,Pesticides
L22,1995,2018,2020,Canade,Ontario – Long Point peninsula (Tip & Breakwater),42.5833,-80.4167,Lepidoptera,Nymphalidae,Danaus plexippus,Historical,Stable,-0.726,24,-1.294627173,0.041666667,North America,Climate
L23,1968,1998,2002,UK,Great Britain,55.3781,-3.436,Lepidoptera,Erebidae,Arctia caja,Historical,Decline,-0.28,406,-0.328504067,0.002463054,Europe,Climate
L39,2003,2020,2020,USA,Louisiana sugarcane region,30.8031,-92.4938,Lepidoptera,Crambidae,Diatraea saccharalis,Field,Decline,-0.7,813,-1.203972804,0.001230012,North America,Pesticides
L50,1985,2015,2020,USA,"Upper Midwest (ND, SD, MN, IA, WI, MI)",44.1023,-95.0751,Lepidoptera,Hesperiidae,Oarisma poweshiek,Historical + Field (aggregated occurrence records; extensive surveys; ENM),Decline,-0.954,218,-3.079113882,0.004587156,North America,Multiple
L50,1985,2015,2020,USA,"Upper Midwest (ND, SD, MN, IA, WI, MI)",44.1023,-95.0751,Lepidoptera,Hesperiidae,Oarisma poweshiek,Historical + Field (aggregated occurrence records; extensive surveys; ENM),Decline,-0.954,218,-3.079113882,0.004587156,North America,Habitat
