reference_no,start_year,end_year,publish_year,country,region,latitude,longitude,pollinator_order,pollinator_family,pollinator_species,study_method,trend,drivers_reported,decline_value,sample_size,source_sheet,order_raw,family_raw,row_id,continent,x22,notes,x24,row_id_2,pollinator_order_norm,pollinator_family_norm,family_raw_norm,fig_s3_zhong_chu_xian_de_you_xiao_chuan_fen_zhe,x25,x26,x27,x28,x29,x30,order_key,yi,vi,effect_id,study_method_clean,pesticide,habitat,climate,pesticide_z,habitat_z,climate_z
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Sphaerophoria scripta,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.969,6844,Diptera,Diptera,Syrphidae,31,Europe,NA,"D40: Species-level trends for Syrphidae were extracted from Table 9. For each species, Sample_Size was recorded as the total number of individuals summed across all six time windows (1980–1984, 1985–1989, 1990–1994, 1995–1999, 2000–2004, 2005–2010). Decline_Value was calculated as the proportional change between the first and last periods using the table counts: Decline\_Value = \frac{N_{2005–2010}-N_{1980–1984}}{N_{1980–1984}}. This is equivalent to (Change − 1), where ‘Change’ is the Table 9 ratio (2005–2010 / 1980–1984). Negative values indicate decline.",NA,31,diptera,syrphidae,syrphidae,Scathophagidae,NA,NA,NA,NA,NA,NA,dip,-3.47376807449699,1.461133839859731e-4,142,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Cheilosia variabilis,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.967,452,Diptera,Diptera,Syrphidae,32,Europe,NA,NA,NA,32,diptera,syrphidae,syrphidae,Scatopsidae,NA,NA,NA,NA,NA,NA,dip,-3.411247717515656,0.00221238938053097,143,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Syrphus torvus,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.958,455,Diptera,Diptera,Syrphidae,33,Europe,NA,NA,NA,33,diptera,syrphidae,syrphidae,Scenopinidae,NA,NA,NA,NA,NA,NA,dip,-3.17008566069877,0.00219780219780219,144,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Syrphus vitripennis,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.943,1425,Diptera,Diptera,Syrphidae,34,Europe,NA,NA,NA,34,diptera,syrphidae,syrphidae,Sciaridae,NA,NA,NA,NA,NA,NA,dip,-2.864704011147588,7.017543859649122e-4,145,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Episyrphus balteatus,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.941,5377,Diptera,Diptera,Syrphidae,35,Europe,NA,NA,NA,35,diptera,syrphidae,syrphidae,Sepsidae,NA,NA,NA,NA,NA,NA,dip,-2.8302178350764184,1.859773107680863e-4,146,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Melanostoma mellinum,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.936,3314,Diptera,Diptera,Syrphidae,36,Europe,NA,NA,NA,36,diptera,syrphidae,syrphidae,Syrphidae,NA,NA,NA,NA,NA,NA,dip,-2.748872195622466,3.0175015087507544e-4,147,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Pipizella viduata,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.909,1050,Diptera,Diptera,Syrphidae,37,Europe,NA,NA,NA,37,diptera,syrphidae,syrphidae,Stratiomyidae,NA,NA,NA,NA,NA,NA,dip,-2.3968957724652875,9.523809523809524e-4,148,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Eristalis arbustorum,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.908,2795,Diptera,Diptera,Syrphidae,38,Europe,NA,NA,NA,38,diptera,syrphidae,syrphidae,Tabanidae,NA,NA,NA,NA,NA,NA,dip,-2.3859667019330972,3.5778175313059033e-4,149,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Myathropa florea,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.903,316,Diptera,Diptera,Syrphidae,39,Europe,NA,NA,NA,39,diptera,syrphidae,syrphidae,Tephritidae,NA,NA,NA,NA,NA,NA,dip,-2.3330443004787544,0.00316455696202531,150,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Eristalis pertinax,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.881,265,Diptera,Diptera,Syrphidae,40,Europe,NA,NA,NA,40,diptera,syrphidae,syrphidae,Tipulidae,NA,NA,NA,NA,NA,NA,dip,-2.1286317858706076,0.00377358490566037,151,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Syritta pipiens,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.8440000000000001,2227,Diptera,Diptera,Syrphidae,41,Europe,NA,NA,NA,41,diptera,syrphidae,syrphidae,Ulidiidae,NA,NA,NA,NA,NA,NA,dip,-1.8578992717326008,4.49034575662326e-4,152,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Scaeva pyrastri,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.8380000000000001,372,Diptera,Diptera,Syrphidae,42,Europe,NA,NA,NA,42,diptera,syrphidae,syrphidae,NA,NA,NA,NA,NA,NA,NA,dip,-1.8201589437497536,0.00268817204301075,153,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Platycheirus albimanus,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.8330000000000001,422,Diptera,Diptera,Syrphidae,43,Europe,NA,NA,NA,43,diptera,syrphidae,syrphidae,NA,NA,NA,NA,NA,NA,NA,dip,-1.7897614665653825,0.00236966824644549,154,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Eristalis tenax,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.8240000000000001,2301,Diptera,Diptera,Syrphidae,44,Europe,NA,NA,NA,44,diptera,syrphidae,syrphidae,NA,NA,NA,NA,NA,NA,NA,dip,-1.7372712839439857,4.34593654932638e-4,155,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Syrphus ribesii,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.8170000000000001,732,Diptera,Diptera,Syrphidae,45,Europe,NA,NA,NA,45,diptera,syrphidae,syrphidae,NA,NA,NA,NA,NA,NA,NA,dip,-1.6982691261407163,0.00136612021857923,156,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Volucella pellucens,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.812,116,Diptera,Diptera,Syrphidae,46,Europe,NA,NA,NA,46,diptera,syrphidae,syrphidae,NA,NA,NA,NA,NA,NA,NA,dip,-1.671313316152188,0.00862068965517241,157,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Eupeodes luniger,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.778,146,Diptera,Diptera,Syrphidae,47,Europe,NA,NA,NA,47,diptera,syrphidae,syrphidae,NA,NA,NA,NA,NA,NA,NA,dip,-1.5050778971098575,0.00684931506849315,158,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Cheilosia impressa,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.622,303,Diptera,Diptera,Syrphidae,48,Europe,NA,NA,NA,48,diptera,syrphidae,syrphidae,NA,NA,NA,NA,NA,NA,NA,dip,-0.9728610833625494,0.0033003300330033,159,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Cheilosia soror,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.115,189,Diptera,Diptera,Syrphidae,49,Europe,NA,NA,NA,49,diptera,syrphidae,syrphidae,NA,NA,NA,NA,NA,NA,NA,dip,-0.12216763397420752,0.00529100529100529,160,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.16250000000001,19.5033,Diptera,Syrphidae,Volucella zonaria,Historical + Field,Decline,"Multiple, Climate, Habitat",-0.8330000000000001,51,Diptera,Diptera,Syrphidae,50,Europe,NA,NA,NA,50,diptera,syrphidae,syrphidae,NA,NA,NA,NA,NA,NA,NA,dip,-1.7897614665653825,0.0196078431372549,161,Historical + Field,0.8985272982882737,0.4007169188973196,0.4801375229821663,0.7803815970928513,0.0024890093131371494,0.2563192294499797
D192,1982,1984,1986,USA,"Kern County, California",35.4369,-118.8596,Diptera,Culicidae,Culex tarsalis,Field,Decline,Climate,-0.8700000000000001,248,Diptera,Diptera,Chironomidae,72,North America,NA,"D192: Decline_Value was derived from Fig. 2 (relative abundance; number per collection) by digitising the time-series values for each species using WebPlotDigitizer. For each winter (1982–83 and 1983–84) and each sex (female and male), we identified Start as the highest value in Sep/Oct and Min as the lowest value around Jan, then calculated the overwinter decline magnitude as: Decline = \frac{Min - Start}{Start} Species-level Decline_Value was obtained by averaging Decline estimates across the two winters and across sexes (i.e., mean of the four values: 2 winters × 2 sexes). Sample_Size corresponds to the number of individuals measured for reproductive/ovarian status assessments reported in the paper (Table 1), and therefore reflects the number of mosquitoes contributing to the reproductive-status component of the study rather than the number of time points in the abundance time series.",NA,72,diptera,culicidae,chironomidae,NA,NA,NA,NA,NA,NA,NA,dip,-2.0402208285265555,0.00403225806451612,162,Field,0.9967762037633604,0.3580594258730586,0.7186272292829542,1.0919851788394486,-0.14759405808077763,3.062520801688119
D192,1982,1984,1986,USA,"Kern County, California",35.4369,-118.8596,Diptera,Culicidae,Culex quinquefasciatus,Field,Decline,Climate,-0.99,231,Diptera,Diptera,Chironomidae,73,North America,NA,NA,NA,73,diptera,culicidae,chironomidae,NA,NA,NA,NA,NA,NA,NA,dip,-4.605170185988091,0.00432900432900432,163,Field,0.9967762037633604,0.3580594258730586,0.7186272292829542,1.0919851788394486,-0.14759405808077763,3.062520801688119
D556,2003,2009,2012,French Polynesia,Tahiti Island,-17.5666999999999,-149.6,Diptera,Tephritidae,Bactrocera dorsalis,Field,Decline,Invasives,-0.923,388,Diptera,Diptera,Syrphidae,84,Europe,NA,"D556：Decline_Value was extracted from the paper’s guava (Psidium guajava) example, where emergence per kg fruit declined by 92.3%, 96.8%, and 99.6% for B. dorsalis, B. tryoni, and B. kirki, respectively, when comparing 2003 vs 2009.  To keep the sample-size definition consistent with this host-specific effect size, Sample_Size was recorded as the number of usable guava fruit collections reported in the Methods (388 collections).     (Total usable samples across all host fruits after filtering <10 fruits per sample were 1791, but this pooled N is not host-matched to the guava-specific decline values.)",NA,84,diptera,tephritidae,syrphidae,NA,NA,NA,NA,NA,NA,NA,dip,-2.5639498571284536,0.00257731958762886,164,Field,0,0.33251893520355225,0.5949779067232399,-2.069363375534003,-0.2374538906838115,1.6075945964638698
D556,2003,2009,2012,French Polynesia,Tahiti Island,-17.5666999999999,-149.6,Diptera,Tephritidae,Bactrocera tryoni,Field,Decline,Invasives,-0.968,388,Diptera,Diptera,Syrphidae,85,Europe,NA,NA,NA,85,diptera,tephritidae,syrphidae,NA,NA,NA,NA,NA,NA,NA,dip,-3.44201937618241,0.00257731958762886,165,Field,0,0.33251893520355225,0.5949779067232399,-2.069363375534003,-0.2374538906838115,1.6075945964638698
D556,2003,2009,2012,French Polynesia,Tahiti Island,-17.5666999999999,-149.6,Diptera,Tephritidae,Bactrocera kirki,Field,Decline,Invasives,-0.996,388,Diptera,Diptera,Tephritidae,86,Oceania,NA,NA,NA,86,diptera,tephritidae,tephritidae,NA,NA,NA,NA,NA,NA,NA,dip,-5.521460917862245,0.00257731958762886,166,Field,0,0.33251893520355225,0.5949779067232399,-2.069363375534003,-0.2374538906838115,1.6075945964638698
D975,1983,1995,1997,Kenya,"Nguruman, south-west Kenya",-1.91669999999999,36.0833,Diptera,Glossinidae,Glossina pallidipes,Field,Decline,Climate,-0.998,10,Diptera,Diptera,Tephritidae,89,North America,NA,"D975：This study reports long-term trap-based monitoring of tsetse flies at Nguruman, Kenya, using a fixed set of 10 regular monitoring trap sites (sites 1–10) as the core spatial sampling units for the time series; therefore Sample_Size = 10 for both species. For Glossina pallidipes, the paper explicitly reports very strong but incomplete suppression under sustained trapping (e.g., in Kalema, trap catches/population were reduced by approximately 99.8% by the end of 1992), so we recorded Decline_Value = −0.998 using the percentage-change convention.   For Glossina longipennis, the paper does not provide a single overall percent decline comparable to G. pallidipes; abundance is described via trap-catch trajectories and phase-specific rates, and absolute population estimation was not consistently supported. Therefore, Decline_Value was recorded as NA.",NA,89,diptera,glossinidae,tephritidae,NA,NA,NA,NA,NA,NA,NA,dip,-6.2146080984221905,0.1,167,Field,0.5159265079029836,0.10210197333625282,0.7164128675201162,-0.4330647623006024,-1.0481364218152835,3.0364653984727585
D1682,1978,1993,1997,USA,Florida Medical Entomology Laborator,27.5833,-80.3667,Diptera,Culicidae,Aedes triseriatus,Field,Decline,Climate,-0.234,32,Diptera,Diptera,Culicidae,92,North America,NA,NA,NA,92,diptera,culicidae,culicidae,NA,NA,NA,NA,NA,NA,NA,dip,-0.26657310924154576,0.03125,168,Field,0.71874755485594,0.8040587020344455,0.5814468468896342,0.21019700614893816,1.4215778429424963,1.448380674957241
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Gymnopleurus flagellatus,Historical,Decline,Habitat,-0.962,42,Coleoptera,Coleoptera,Scarabaeidae,8,Europe,NA,"C4：we included all 11 roller species analysed by the authors (Scarabaeus: 6; Gymnopleurus: 4; Sisyphus: 1) to avoid selective inclusion bias and to match the paper’s reported scope.Effect size (Decline_Value; proportional change). We quantified century-scale change using the first and last quarter of the 20th century defined in the paper: P1 = 1900–1924 and P4 = 1975–1999. Species-specific relative frequencies (%) were extracted from Table 4, where each value represents the percentage of records for a given roller species relative to the combined dataset of rollers + tunnellers (RT).  Decline_Value was calculated on a proportional change scale:\text{Decline\_Value}=\frac{p_{P4}-p_{P1}}{p_{P1}}=\frac{p_{P4}}{p_{P1}}-1. where p_{P1} and p_{P4} are the Table 4 percentages for the species in P1 and P4, respectively. Negative values indicate a decrease in relative record frequency from P1 to P4 (decline), whereas positive values indicate an increase. Note on conversion: earlier lnRR values (if present) were converted to proportional change using \exp(\text{lnRR})-1, ensuring consistency with the database-wide definition of Decline_Value as proportional (%-based) change. Sample size (Sample_Size). The paper does not report species-specific record counts for each quarter-period (P1–P4); Table 4 provides percentages and flags some tests as data-deficient (DD) when expected frequencies are < 5.  Therefore, for this P4 vs P1 contrast, we recorded Sample_Size as the total number of collection records per species reported in Table 2 (overall sampling intensity) and did not infer quarter-specific counts. Interpretation. These effect sizes reflect changes in the relative frequency of collection records (records-based occurrence) and should not be interpreted as direct census estimates of population size.",Cerambycidae（天牛科）,7,coleoptera,scarabaeidae,scarabaeidae,NA,NA,NA,NA,NA,NA,NA,col,-3.2701691192557503,0.0238095238095238,169,Historical,1,0.8992769214528038,0.5189840661363277,1.102209684133432,1.756586804532583,0.7134091062672941
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Gymnopleurus geoffroyi,Historical,Decline,Habitat,-0.933,61,Coleoptera,Coleoptera,Scarabaeidae,9,Europe,NA,NA,NA,8,coleoptera,scarabaeidae,scarabaeidae,NA,NA,NA,NA,NA,NA,NA,col,-2.703062659591172,0.01639344262295082,170,Historical,1,0.8992769214528038,0.5189840661363277,1.102209684133432,1.756586804532583,0.7134091062672941
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Gymnopleurus mopsus,Historical,Decline,Habitat,-0.978,202,Coleoptera,Coleoptera,Scarabaeidae,10,Europe,NA,NA,Cetoniiidae（花金龟科，Scarabaeidae 的一个亚科，通常单独列出）,9,coleoptera,scarabaeidae,scarabaeidae,NA,NA,NA,NA,NA,NA,NA,col,-3.81671282562382,0.00495049504950495,171,Historical,1,0.8992769214528038,0.5189840661363277,1.102209684133432,1.756586804532583,0.7134091062672941
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Gymnopleurus sturmi,Historical,Decline,Habitat,-0.938,284,Coleoptera,Coleoptera,Scarabaeidae,11,Europe,NA,NA,NA,10,coleoptera,scarabaeidae,scarabaeidae,NA,NA,NA,NA,NA,NA,NA,col,-2.7806208939370465,0.00352112676056338,172,Historical,1,0.8992769214528038,0.5189840661363277,1.102209684133432,1.756586804532583,0.7134091062672941
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Scarabaeus laticollis,Historical,Decline,Habitat,-0.481,310,Coleoptera,Coleoptera,Scarabaeidae,12,Europe,NA,NA,NA,11,coleoptera,scarabaeidae,scarabaeidae,NA,NA,NA,NA,NA,NA,NA,col,-0.6558513958162486,0.0032258064516129,173,Historical,1,0.8992769214528038,0.5189840661363277,1.102209684133432,1.756586804532583,0.7134091062672941
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Scarabaeus semipunctatus,Historical,Decline,Habitat,-0.626,249,Coleoptera,Coleoptera,Scarabaeidae,13,Europe,NA,NA,NA,12,coleoptera,scarabaeidae,scarabaeidae,NA,NA,NA,NA,NA,NA,NA,col,-0.9834994815676052,0.00401606425702811,174,Historical,1,0.8992769214528038,0.5189840661363277,1.102209684133432,1.756586804532583,0.7134091062672941
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Scarabaeus variolosus,Historical,Decline,Habitat,-0.17600000000000002,163,Coleoptera,Coleoptera,Scarabaeidae,14,Europe,NA,NA,Coccinellidae（瓢虫科）,13,coleoptera,scarabaeidae,scarabaeidae,NA,NA,NA,NA,NA,NA,NA,col,-0.1935847490726654,0.00613496932515337,175,Historical,1,0.8992769214528038,0.5189840661363277,1.102209684133432,1.756586804532583,0.7134091062672941
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Scarabaeus pius,Historical,Decline,Habitat,-0.996,30,Coleoptera,Coleoptera,Scarabaeidae,15,Europe,NA,NA,Coccinellidae（瓢虫科）,14,coleoptera,scarabaeidae,scarabaeidae,NA,NA,NA,NA,NA,NA,NA,col,-5.521460917862245,0.03333333333333333,176,Historical,1,0.8992769214528038,0.5189840661363277,1.102209684133432,1.756586804532583,0.7134091062672941
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Scarabaeus sacer,Historical,Decline,Habitat,-0.886,171,Coleoptera,Coleoptera,Scarabaeidae,16,Europe,NA,NA,Coccinellidae（瓢虫科）,15,coleoptera,scarabaeidae,scarabaeidae,NA,NA,NA,NA,NA,NA,NA,col,-2.1715568305876416,0.00584795321637426,177,Historical,1,0.8992769214528038,0.5189840661363277,1.102209684133432,1.756586804532583,0.7134091062672941
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Scarabaeus typhon,Historical,Decline,Habitat,-0.907,185,Coleoptera,Coleoptera,Scarabaeidae,17,Europe,NA,NA,NA,16,coleoptera,scarabaeidae,scarabaeidae,NA,NA,NA,NA,NA,NA,NA,col,-2.3751557858288814,0.0054054054054054,178,Historical,1,0.8992769214528038,0.5189840661363277,1.102209684133432,1.756586804532583,0.7134091062672941
C4,1865,2004,2007,Italy,National,41.8719,12.5674,Coleoptera,Scarabaeidae,Sisyphus schaefferi,Historical,Increase,Habitat,1.3049999999999995,233,Coleoptera,Coleoptera,Scarabaeidae,18,Europe,NA,NA,NA,17,coleoptera,scarabaeidae,scarabaeidae,NA,NA,NA,NA,NA,NA,NA,col,0.8350806764486117,0.00429184549356223,179,Historical,1,0.8992769214528038,0.5189840661363277,1.102209684133432,1.756586804532583,0.7134091062672941
C8,1973,2017,2019,USA,"New Hampshire, White Mountains, Hubbard Brook Experimental Forest",43.9439,-71.7386,Coleoptera,Multiple,Multiple,Field,Decline,Climate,-0.8300000000000001,725,Coleoptera,Coleoptera,Multiple,40,North America,NA,"Note (C8): Decline_Value was calculated as proportional change in mean beetle capture rate per 48 h between the mid-1970s and 2015–2017, using values reported in the Results (23.2 vs 3.9 beetles per 48 h), i.e., (3.9−23.2)/23.2 = −0.832 ≈ −0.83 (an 83% decline reported by the authors). Sample_Size was coded from the paper’s reported observation counts for “sample date × trap” units (Wilcoxon test: n = 338 for 1973–1977 and m = 387 for 2015–2017; total = 725). Drivers were coded as climate warming and reduced winter snow conditions, consistent with the authors’ inference that recent climate warming is the primary cause and with the reported associations between capture rate and snow depth/duration.",Elateridae（叩甲科）,25,coleoptera,multiple,multiple,NA,NA,NA,NA,NA,NA,NA,col,-1.7719568419318756,0.00137931034482758,180,Field,0.7641070480143182,0.06234907807991391,0.3597255781245186,0.3540579526502197,-1.188000160513362,-1.160514202134764
C20,1995,2020,2021,Czech Republic,Bohemia,50.065000000000005,14.485,Coleoptera,Chrysomelidae,Gastrophysa viridula,Field,Decline,"Multiple, Climate, Habitat",-0.71,611,Coleoptera,Coleoptera,Chrysomelidae,15,Europe,NA,Decline_Value was calculated as proportional change in occupancy across dock stands between two survey periods. The species occurred in all 177 stands surveyed in 1995–1999 (p₁ = 1.00) and in 126 of 434 stands (29%) surveyed in 2019–2020 (p₂ = 0.29); thus Decline_Value = (0.29 − 1.00) / 1.00 = −0.71. Sample_Size was coded as the total number of stands surveyed across both periods (177 + 434 = 611). Note that stands surveyed in 2019–2020 were not the same localities as in 1995–1999 because the earlier stands no longer existed at the time of resampling. Drivers were coded based on authors’ discussion as climate warming and habitat fragmentation/relocation of host-plant stands associated with changes in agricultural practices and mowing regime.,Lymexylidae（钻木甲科）,29,coleoptera,chrysomelidae,chrysomelidae,NA,NA,NA,NA,NA,NA,NA,col,-1.2378743560016172,0.00163666121112929,181,Field,1,0.9110303768988299,0.48306431464233357,1.102209684133432,1.7979393201343334,0.290757476222846
C21,2012,1990,2010,Belgium,Nationwide (1-km² grid),50.8503,4.3517,Coleoptera,Coccinellidae,Adalia bipunctata,Field,Decline,Invasives,-0.3,1419,Coleoptera,Coleoptera,Coccinellidae,16,Europe,NA,"C21：C21 includes two distinct datasets: (i) nationwide 1-km² occupancy (presence/absence) records analysed with binomial GLMMs (Tables 1–2), where sample size is the number of 1-km²-year combinations used for analysis (Belgium n=1419; Britain n=1746); and (ii) systematic abundance surveys at deciduous tree sites analysed with Poisson GLMMs (Table 3), where sample size is the number of individual beetles per species. The manuscript explicitly reports percentage declines only for Adalia bipunctata (30% in Belgium; 44% in Britain over five years post-arrival of H. axyridis), which were coded as proportional change (−0.30/−0.44). For other focal species, the paper reports model coefficients (Y/H or Trend) rather than direct percentage changes; therefore Decline_Value was recorded as NA under a “proportional decline” effect-size definition.",NA,30,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,-0.35667494393873245,7.047216349541931e-4,182,Field,0.45522403537491773,0.9483581721430521,0.45747883175635695,-0.6255870888258185,1.9292707606884847,-0.010295443061420795
C21,2012,1990,2010,United Kingdom,Great Britain (nationwide),52.3552,-1.1743,Coleoptera,Coccinellidae,Adalia bipunctata,Field,Decline,Invasives,-0.44,1746,Coleoptera,Coleoptera,Coccinellidae,24,Europe,NA,NA,NA,38,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,-0.579818495252942,5.72737686139748e-4,183,Field,0.9529869325937971,0.6748165529478156,0.42759395016774027,0.9531043060955896,0.9668615247455692,-0.3619374614987159
